AnketNo,Cinsiyet,Sinif,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53
147,K,7,2,3,4,4,2,1,3,2,2,1,3,4,2,3,2,4,4,3,4,1,3,4,4,2,2,3,2,1,4,4,2,1,4,2,4,3,4,1,3,4,3,1,4,3,1,1,1,4,4,3,3,1,4
148,E,7,2,2,1,3,1,3,4,1,3,2,1,4,3,2,2,4,3,1,4,4,3,4,1,3,4,1,2,1,4,3,3,1,4,1,1,3,2,1,4,1,3,4,2,1,1,1,4,2,3,1,4,4,2
149,K,7,1,1,4,1,4,3,3,1,4,4,1,4,4,4,4,4,4,4,4,1,2,4,4,2,4,4,2,3,4,4,1,4,4,4,4,4,4,3,3,1,1,4,4,1,4,4,4,4,4,4,4,4,4
150,K,7,3,1,4,1,4,4,4,4,3,3,1,4,4,4,4,4,4,4,4,1,1,4,1,4,3,1,4,4,4,1,1,4,4,1,4,1,4,1,2,4,3,1,4,2,4,1,3,4,1,1,4,4,4
151,E,7,4,1,4,1,3,1,4,4,2,4,4,4,4,1,1,3,4,4,2,1,1,4,4,4,3,2,4,1,4,4,2,2,4,1,4,4,1,3,1,1,4,3,4,1,2,1,4,4,4,1,1,2,1
152,E,7,2,2,3,3,4,3,4,4,4,4,3,4,4,2,4,2,3,1,1,1,3,2,4,1,2,1,4,3,2,4,2,1,4,3,1,4,2,3,1,4,2,3,1,3,4,3,2,4,2,4,3,1,3
153,K,7,3,2,4,1,4,1,3,4,4,3,2,1,3,4,2,4,2,2,4,3,2,2,4,4,4,4,1,4,3,4,4,4,4,1,4,3,4,4,4,4,3,4,4,1,1,3,4,4,4,3,4,4,4
154,K,7,2,2,4,1,1,4,1,3,4,3,2,1,4,4,3,4,4,4,4,4,1,1,4,4,4,3,1,3,4,2,1,3,4,3,4,4,4,2,3,4,4,1,4,2,4,3,4,4,4,4,4,4,3
155,E,7,1,1,2,1,1,1,4,4,2,2,1,4,4,1,2,2,2,2,4,1,4,4,4,4,1,3,4,1,2,2,1,1,4,3,1,4,2,2,4,4,2,2,2,2,4,3,3,3,3,2,1,3,1
156,K,7,2,1,1,1,2,1,4,4,4,2,3,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,2,2,4,4,4,4,4,2,4,4,4,2,4,4,4,2,4,4,3,4,4,4,2,3,4,4,4
158,E,7,2,1,4,1,3,1,1,4,3,4,1,4,4,1,4,4,4,4,4,1,1,4,1,4,4,1,1,4,4,1,1,1,4,1,1,2,3,4,3,4,4,2,3,1,4,3,2,1,3,2,4,1,3
159,E,7,3,2,4,1,4,1,3,4,2,4,2,1,4,1,4,4,4,3,4,3,3,4,2,4,4,1,3,2,3,4,4,4,4,3,1,1,2,2,3,4,3,2,1,3,3,2,4,4,1,2,4,3,2
162,E,7,3,1,2,1,3,2,4,2,3,2,1,1,1,2,2,3,1,2,3,4,1,2,4,4,2,2,3,1,1,3,3,3,1,1,1,3,3,3,3,1,1,1,3,1,2,1,3,1,4,1,3,1,2
163,E,7,2,2,4,1,4,1,4,3,4,3,1,4,4,4,4,3,4,4,3,3,4,4,3,4,4,1,4,3,4,4,2,4,4,3,2,4,4,4,3,3,4,4,4,2,2,4,3,4,1,3,2,4,1
164,E,7,1,4,1,2,2,1,4,4,1,1,1,1,4,1,2,4,4,1,4,1,4,4,1,4,2,4,1,1,4,1,2,2,4,1,4,4,1,1,1,4,1,1,4,4,1,4,1,4,1,1,1,4,1
165,E,8,1,1,4,2,3,4,2,4,4,4,2,4,4,1,2,4,1,3,4,2,3,4,4,4,3,1,1,4,4,4,2,4,4,3,4,4,2,4,4,4,4,4,3,1,3,4,4,1,4,3,2,3,4
166,E,8,1,2,3,1,2,2,4,2,2,2,1,4,2,3,2,3,4,4,2,2,1,3,2,3,4,2,1,4,3,1,1,2,4,4,3,4,1,1,2,4,1,4,4,3,2,2,2,3,2,3,2,3,1
167,E,8,2,1,3,3,2,2,1,3,1,1,1,2,1,2,3,2,4,1,2,2,3,3,4,3,2,2,3,2,3,3,4,3,2,1,2,3,4,1,2,3,2,3,2,1,2,3,2,1,2,3,4,3,2
168,E,8,1,1,4,1,2,1,1,4,1,3,1,1,4,3,2,4,4,1,2,1,2,4,4,4,3,3,4,4,4,1,3,3,2,3,2,2,3,3,4,3,3,1,1,2,4,2,3,2,1,4,1,3,1
169,E,8,2,2,3,4,4,1,2,3,3,2,1,2,3,2,3,4,4,4,4,3,1,4,1,4,2,4,3,4,4,4,1,2,4,1,4,4,4,3,4,2,1,1,4,4,1,4,4,4,3,4,4,2,1
170,K,8,3,2,4,3,2,1,3,2,4,4,3,4,2,4,2,4,4,4,2,3,2,4,2,4,4,2,3,3,4,4,4,4,4,4,4,4,2,2,3,4,4,4,4,2,4,4,4,4,4,2,1,4,4
171,E,8,2,2,4,1,1,2,2,3,4,2,1,2,2,3,4,2,2,3,4,3,2,2,2,3,3,2,1,2,3,2,2,3,4,3,2,3,2,3,2,2,1,2,1,3,2,3,1,1,2,3,2,3,2
172,K,8,1,4,3,1,2,4,1,2,1,2,2,4,3,4,1,4,4,4,2,1,4,4,2,4,1,1,1,4,4,4,4,4,4,1,3,4,2,4,4,4,4,1,4,3,4,3,2,4,4,1,4,3,4
174,E,8,1,3,4,3,4,1,3,4,3,4,1,4,4,4,3,4,4,4,4,2,3,4,1,3,3,3,4,1,4,4,4,3,4,2,4,4,3,1,3,4,4,1,4,4,2,4,4,4,2,3,1,4,3
175,E,8,1,2,1,1,1,1,2,2,3,4,4,4,3,3,2,4,4,4,4,3,2,4,2,4,4,4,2,1,3,1,1,1,4,2,4,4,2,1,3,4,4,2,3,1,1,4,3,3,1,1,2,4,2
176,K,8,4,1,2,3,2,1,4,2,4,3,2,4,2,4,4,4,2,4,4,3,4,4,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,4,2,4,4,4,4,1,4,3
177,E,8,1,2,1,1,1,1,2,1,1,3,3,1,1,2,2,3,3,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,2,3,2,1,4
178,E,8,2,1,3,3,1,2,1,4,2,3,2,4,2,3,2,1,1,3,2,3,2,3,1,2,3,3,2,1,2,3,2,3,2,3,4,4,1,1,2,2,3,3,4,4,4,4,3,2,2,3,1,2,4
179,E,8,1,1,1,3,4,1,3,1,2,4,1,2,2,3,1,2,1,2,4,1,1,4,1,2,3,1,1,1,4,2,1,4,2,1,2,3,1,1,1,4,1,1,1,1,1,2,1,4,1,2,1,2,1
180,K,8,1,2,1,4,2,4,1,1,1,1,1,4,2,2,4,4,2,4,2,1,2,4,4,2,1,1,1,4,3,2,2,1,1,1,2,3,1,4,1,3,1,1,1,1,1,1,2,1,3,2,1,1,1
181,K,8,1,2,4,1,4,1,4,3,4,2,1,1,4,4,4,4,4,4,4,3,4,4,1,4,4,4,1,1,4,4,3,4,4,2,4,4,4,4,3,4,2,4,4,4,4,4,4,4,3,4,1,4,4
182,E,8,1,1,1,2,3,4,1,4,1,4,1,4,1,1,1,1,1,1,2,3,1,1,4,4,2,3,4,4,1,1,1,4,4,1,1,1,4,4,4,4,1,1,1,2,1,4,1,2,1,1,1,1,2
184,K,8,2,4,4,1,4,1,4,4,4,4,3,4,4,2,2,4,2,2,3,4,4,2,2,4,2,2,1,1,2,4,2,2,4,4,4,2,3,2,2,2,4,4,3,4,4,4,4,4,2,2,1,4,4
185,E,8,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,1,3,2,3,1,2,2,3,1,2,4,1,2,3,1,3,4,2,2,3,4,2,4,1,2,3,2,4,3,2,1,1,2,3
186,K,8,1,2,4,1,1,3,2,3,2,2,1,4,2,3,2,2,4,4,4,2,2,4,3,4,4,2,1,3,4,4,2,4,4,2,4,2,4,4,4,4,4,2,4,2,4,4,4,4,2,3,3,2,2
189,K,7,1,1,4,1,2,2,3,2,1,1,1,4,3,1,2,3,4,4,4,2,2,4,4,4,4,2,4,4,3,2,2,2,3,2,4,4,2,3,4,4,3,4,4,3,1,3,3,4,4,4,2,4,2
190,K,7,1,1,1,1,4,4,4,2,4,1,2,4,4,2,4,4,4,4,2,4,1,4,4,2,2,2,1,4,4,1,2,4,3,4,4,4,4,4,4,4,2,2,4,1,1,2,2,2,1,1,4,4,4
191,E,7,3,1,4,2,2,4,1,4,2,4,2,2,2,2,2,4,3,2,1,4,2,4,2,4,2,2,1,1,4,1,2,3,2,4,2,2,2,4,4,4,2,2,2,2,2,4,1,2,3,4,3,2,1
192,E,7,1,1,1,2,4,4,1,4,2,4,1,4,2,1,1,4,4,4,4,1,1,2,1,2,1,2,1,4,4,4,1,4,4,1,2,1,4,4,4,1,1,1,1,1,2,4,4,4,4,3,1,3,3
193,K,7,1,1,3,1,1,3,3,2,1,2,1,4,3,1,2,2,4,4,4,3,2,4,4,4,4,3,3,2,4,3,3,4,3,2,1,4,3,4,3,4,3,3,4,2,1,2,2,2,2,3,1,2,1
194,E,7,2,4,4,1,4,2,4,4,2,3,1,4,4,1,3,4,4,4,4,1,4,2,1,4,3,4,1,1,4,4,1,4,4,3,4,4,1,1,4,4,4,4,4,1,1,4,1,1,2,1,4,3,1
195,E,7,1,1,2,3,4,2,3,2,2,3,2,4,4,1,2,2,4,4,4,4,2,2,4,2,3,1,2,2,4,3,1,2,2,2,4,4,2,2,3,4,2,4,3,3,3,1,1,1,3,1,4,1,1
196,K,7,1,1,1,1,4,4,4,1,1,1,2,4,1,1,4,4,4,4,1,2,2,1,4,3,4,1,1,2,4,2,1,2,2,3,4,2,4,4,1,4,2,4,1,2,2,4,3,2,1,3,3,3,4
197,E,7,2,2,3,3,3,2,2,1,4,3,1,1,1,4,4,2,3,2,3,1,2,3,3,4,2,2,2,2,1,2,2,1,2,3,4,4,1,3,3,1,1,3,2,4,2,3,1,1,2,3,2,1,1
199,K,7,1,3,4,2,4,1,4,2,3,4,1,4,4,3,2,4,4,4,4,3,4,4,4,4,4,4,2,2,4,4,3,2,4,4,4,4,3,3,3,2,3,2,4,3,1,3,2,3,2,3,3,4,3
200,K,7,1,2,4,1,4,3,4,4,3,3,1,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,2,2,4,4,4,4,4,3,4,4,4,2,3,4,2,1,4,1,2,2,1,4,3,4,2,4,4
201,E,7,2,3,3,4,2,3,1,1,1,4,1,2,1,2,4,1,2,1,2,1,1,2,4,3,2,1,2,4,2,1,2,1,1,1,2,1,3,1,2,1,3,1,3,1,3,3,1,1,1,1,2,1,1
202,K,7,3,3,4,4,4,1,1,4,4,1,4,4,4,3,4,4,4,4,3,1,1,4,4,1,1,3,4,1,4,4,1,4,4,4,4,1,1,4,1,4,4,1,4,1,1,4,1,4,4,4,1,4,2
203,K,7,2,1,3,2,2,2,3,1,2,1,1,4,3,2,1,2,4,3,2,1,1,2,4,3,2,3,4,4,3,2,3,1,4,3,4,2,4,3,1,1,2,1,3,2,2,3,2,4,2,1,4,2,1
205,K,7,2,4,4,2,2,1,4,2,4,2,1,4,4,2,2,4,4,2,4,1,2,4,4,4,4,4,2,3,2,4,2,3,3,3,4,4,2,2,4,2,3,4,3,4,1,3,4,3,3,3,1,3,4
206,E,7,4,1,1,1,1,4,1,3,4,4,1,1,3,1,1,1,1,1,1,1,1,1,4,4,4,3,2,4,4,1,3,1,4,1,4,2,4,1,4,4,1,1,3,4,3,2,4,1,1,1,4,1,1
207,E,7,2,4,4,1,3,1,4,4,4,1,1,4,4,3,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,1,4,3,4,1,4,1,4,4,4,1,4,4,4,4,3
208,E,7,2,1,4,1,3,1,4,2,3,4,2,4,4,1,3,3,4,4,4,1,2,4,4,2,2,1,1,4,4,1,2,2,4,2,4,4,2,4,1,4,4,4,2,1,3,4,4,4,2,4,1,4,4
209,K,7,1,1,2,1,1,1,2,2,1,4,1,1,2,1,1,2,1,1,4,2,1,1,4,4,4,1,4,4,1,2,1,1,4,2,4,1,1,4,1,4,4,2,1,4,1,1,1,4,1,1,2,1,1
210,E,7,1,2,4,1,4,1,3,4,3,1,4,2,4,4,3,4,3,4,4,4,1,4,4,2,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,1,1
211,K,7,2,3,3,1,2,1,4,4,3,2,4,4,3,1,3,4,4,4,4,3,4,1,1,4,2,2,3,1,4,3,1,3,4,2,4,2,1,4,3,4,4,4,2,3,2,4,2,4,2,3,4,3,3
212,E,7,1,2,4,1,4,1,4,4,3,4,3,4,4,1,4,4,4,4,4,1,3,3,1,4,4,3,1,4,4,4,3,4,4,4,4,4,3,2,3,4,4,4,4,4,4,1,4,4,2,4,1,4,2
213,K,7,1,1,1,1,4,4,4,1,1,4,1,4,4,4,1,4,4,4,1,2,2,1,4,3,4,1,1,4,4,1,1,1,4,4,4,3,1,4,2,4,4,4,2,1,1,1,1,4,4,1,1,1,1
214,K,7,1,4,4,1,4,1,4,4,2,4,2,4,4,1,3,4,4,4,4,4,4,4,2,4,4,4,1,1,4,4,1,4,2,2,4,4,2,4,4,4,4,4,4,4,2,2,4,4,2,4,1,2,2
215,K,7,2,4,4,1,4,3,2,2,4,3,2,2,3,2,2,2,3,2,4,3,2,1,2,3,2,2,3,2,4,2,3,3,4,2,4,2,3,3,3,4,4,2,3,1,1,2,2,2,1,2,1,4,2
216,K,7,2,1,4,1,4,1,4,4,2,1,2,4,4,2,2,4,4,4,4,3,1,4,1,4,4,3,1,4,4,4,4,4,4,2,4,4,2,2,4,4,3,4,4,4,1,4,4,4,4,4,1,4,2
217,E,7,2,4,4,1,3,4,1,4,3,1,1,4,4,2,1,2,4,4,4,1,3,4,4,1,3,2,4,4,4,1,2,2,3,1,4,4,4,2,3,3,3,1,4,4,1,4,2,1,4,2,1,2,1
218,K,7,1,1,4,4,4,4,2,3,1,4,2,4,3,1,4,2,4,4,3,1,4,2,1,3,2,2,4,1,4,4,1,1,1,2,3,4,3,2,4,4,1,2,4,1,1,1,2,3,4,2,3,1,1
219,E,7,4,3,4,1,3,1,4,3,4,2,3,4,4,3,4,4,4,3,2,3,4,4,1,3,4,4,1,1,4,4,3,3,4,4,4,4,4,3,4,3,4,2,3,4,4,4,3,4,3,4,1,4,3
220,E,7,1,4,1,1,1,4,1,2,4,4,1,4,4,2,4,3,4,4,4,1,1,1,4,4,3,4,2,4,1,1,1,1,4,1,4,1,1,1,4,4,4,1,1,4,4,4,1,4,1,1,4,1,1
221,K,7,1,2,1,1,1,4,1,1,1,4,1,1,1,1,3,1,4,1,4,4,1,4,4,1,4,1,4,4,4,1,1,1,4,4,4,1,3,2,1,4,4,1,2,1,3,4,1,1,1,1,3,1,1
222,E,7,1,1,1,4,4,2,1,4,1,2,4,1,1,1,3,1,4,1,1,1,1,1,4,4,1,4,1,4,1,1,1,1,1,1,4,1,1,1,4,4,4,1,1,3,3,4,1,4,1,1,1,1,1
223,E,7,1,1,1,1,4,2,4,4,1,2,4,4,4,1,2,4,4,4,4,1,2,1,2,4,2,4,1,4,4,1,1,2,2,3,3,3,2,4,4,4,1,2,4,4,2,2,3,4,4,1,1,1,1
224,K,7,4,1,4,1,4,1,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,4,4,4,4,2,4,2,4,4,4,2,1,4,4,4,4,1,4,4,2,4,4,2,2,4,4
225,E,7,1,2,4,1,2,4,2,4,2,4,1,4,4,1,1,4,2,3,4,1,2,1,1,4,2,4,1,1,4,4,1,1,4,4,4,1,1,4,2,1,4,4,1,4,4,4,1,4,4,2,1,2,1
226,E,7,3,3,4,1,3,2,3,4,4,4,1,4,4,4,4,4,4,4,3,2,3,4,2,3,3,2,2,3,4,3,3,2,4,1,4,4,3,2,3,4,4,2,3,4,3,3,2,3,4,4,3,4,4
227,E,7,2,3,4,2,4,3,4,3,4,4,3,4,3,1,1,4,4,4,2,3,3,4,4,2,2,3,4,3,4,1,3,4,3,1,3,4,4,1,3,3,1,4,3,3,3,2,1,3,4,2,1,2,3
228,E,8,4,1,2,1,4,1,4,3,4,3,1,4,3,1,2,3,1,3,4,1,1,4,1,3,4,4,2,4,1,1,1,1,4,1,3,3,3,2,4,4,4,4,4,3,3,2,3,3,3,1,4,1,1
229,E,8,1,1,4,1,4,1,3,4,4,1,1,1,2,3,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,3,3,3,3,3,1,1,1,1,4,3
233,E,8,1,4,2,2,1,1,4,3,1,4,1,4,2,1,1,3,1,1,3,1,1,1,2,4,2,1,1,1,1,3,1,1,4,3,4,1,1,4,2,4,4,2,3,2,4,2,1,3,1,1,2,1,1
234,E,8,4,1,2,2,1,2,2,3,4,4,2,4,3,4,4,4,3,4,4,4,1,4,4,4,4,1,4,1,2,4,4,4,4,1,4,1,1,4,4,1,4,1,4,1,1,2,2,1,1,4,1,4,1
235,E,8,1,3,4,4,3,4,3,4,4,3,1,4,2,1,1,3,4,4,1,1,1,2,1,2,3,2,4,2,4,4,3,1,2,3,2,4,4,1,4,4,4,3,3,4,1,1,1,4,2,1,1,1,1
236,E,8,1,1,1,1,2,1,1,2,3,4,1,4,1,2,3,2,4,4,1,1,1,2,4,4,3,1,1,3,4,4,2,1,4,3,4,4,2,3,2,4,4,2,4,1,1,4,1,1,4,1,1,2,1
237,K,8,1,4,4,2,4,1,2,2,2,4,3,4,4,2,2,4,2,2,4,3,4,2,3,4,3,4,3,3,1,2,1,1,4,2,4,1,2,1,1,4,2,3,4,2,4,2,4,4,4,2,1,4,4
238,E,8,1,1,2,1,4,4,4,4,1,1,1,4,4,1,1,2,2,1,1,4,3,3,4,4,4,1,1,4,4,1,1,1,3,1,1,1,1,1,1,4,4,1,4,4,2,1,2,4,4,2,1,1,4
239,K,8,2,4,4,3,4,1,4,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,1,3,4,4,2,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,2,2,1,4,4
240,K,8,2,4,4,3,4,1,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,2,1,4,4,2,2,4,2,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,2,1,4,4
241,K,8,3,2,4,1,4,1,4,4,3,2,3,4,4,2,1,4,4,2,3,4,3,4,1,4,3,4,1,1,4,2,3,4,4,3,2,3,3,4,4,2,2,4,3,4,2,3,3,4,3,2,1,4,4
242,K,8,1,2,2,1,2,1,3,4,3,1,3,4,4,2,2,3,2,1,4,1,3,2,1,4,4,2,1,4,4,3,2,3,4,3,4,2,2,1,3,4,3,4,2,1,2,4,3,4,3,2,1,1,3
243,K,8,2,4,4,1,4,1,4,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,2,1,4,2,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4
245,E,8,1,4,2,3,4,1,4,1,4,3,4,4,4,2,3,4,4,4,4,1,2,1,4,4,4,1,4,4,3,4,1,4,1,4,4,1,4,4,4,1,1,1,2,4,1,1,2,1,3,1,1,4,4
246,K,8,3,2,4,1,4,1,4,4,3,2,3,4,3,2,4,4,4,2,3,4,3,4,1,4,3,4,1,1,4,3,3,4,4,3,2,3,3,4,4,2,2,4,3,4,2,3,3,4,3,2,1,4,4
247,K,8,4,2,4,1,2,1,4,4,4,3,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,1,4,4,4,3,4,4,2,4,4,2,3,1,3,4,4,3,1,1,1,2,4,4,4,1,4,4
248,E,8,1,1,1,1,1,4,4,4,2,2,1,4,4,1,2,4,4,4,3,2,2,1,2,4,1,4,2,1,4,2,1,1,4,3,4,4,2,2,2,4,4,4,2,4,4,4,2,3,4,2,1,2,2
250,K,8,1,1,2,1,3,3,2,4,2,3,1,4,4,2,3,3,3,4,4,1,2,2,3,3,4,1,2,2,4,2,3,2,4,3,2,3,4,3,4,4,2,3,4,2,1,1,4,4,2,3,1,3,3
251,E,8,1,2,4,2,1,4,4,4,1,1,1,4,4,1,2,2,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,4,1,4,1,1,1,4,4,4,1,4,1,4,4,1,2,1,1,1,4,4
252,E,8,1,1,1,2,2,3,2,3,2,1,3,2,3,4,3,2,2,2,1,2,2,2,3,3,1,2,2,3,4,3,3,4,2,3,2,3,1,1,2,3,2,3,4,3,2,3,1,2,1,2,3,3,1
253,E,8,1,1,1,4,1,1,4,1,1,2,3,4,3,3,2,1,3,1,4,3,2,1,1,1,4,2,2,2,1,1,1,4,4,3,3,3,4,2,4,1,3,2,1,1,3,2,4,1,4,2,1,2,3
258,K,8,2,1,4,2,4,1,4,4,4,4,2,4,3,2,3,4,3,3,4,3,3,3,4,4,1,2,1,4,4,4,2,3,4,3,4,4,4,4,3,4,3,2,4,2,4,4,3,4,3,4,1,4,4
259,K,8,2,3,4,3,1,1,4,4,3,4,3,4,4,4,3,4,4,4,4,3,4,4,1,3,4,4,1,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4
260,K,8,2,2,3,1,4,3,2,2,2,4,2,4,2,1,2,4,4,4,4,2,2,4,4,4,2,2,1,1,4,2,3,3,4,4,4,4,4,2,4,4,4,4,4,2,4,2,3,4,3,4,1,2,2
261,E,8,3,3,4,2,3,1,4,4,4,4,1,4,4,2,3,4,4,4,4,1,3,1,1,4,2,3,1,1,4,4,1,1,4,1,4,2,1,1,4,2,4,1,3,4,2,4,3,4,1,4,1,3,4
262,E,8,2,1,4,2,3,4,2,3,4,1,1,2,4,3,3,4,4,4,2,1,1,2,4,3,2,3,2,3,2,3,2,4,1,1,3,4,3,4,2,2,3,1,2,3,1,1,3,2,3,2,4,3,3
263,E,8,2,2,2,2,3,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4
264,E,8,4,4,4,1,4,1,4,4,4,3,1,3,4,4,4,4,4,4,4,1,3,4,1,4,4,4,1,1,4,4,3,2,4,4,4,3,4,1,1,1,4,4,1,4,4,4,4,4,3,3,1,4,4
265,K,8,3,4,4,1,4,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,2,1,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,1,4,2
266,K,8,2,2,3,1,3,2,3,3,2,3,3,2,2,2,3,2,3,3,4,2,1,2,3,4,4,3,2,2,3,3,2,2,3,3,4,2,3,4,3,3,2,1,4,3,4,3,3,2,2,4,1,3,4
267,K,8,3,2,4,1,2,1,4,4,4,2,1,4,4,2,4,4,4,4,4,2,4,3,3,4,4,4,1,3,4,4,2,2,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,2,4,1,4,4
268,E,8,2,3,3,2,4,4,3,4,3,3,2,2,3,3,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,4
269,E,8,2,4,4,1,4,1,4,4,4,2,3,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,1,1,4,2,2,4,4,3,2,2,3,4,4,4,4,1,2,4,3,2,2,4,3,2,1,4,3
270,E,8,2,2,3,1,2,1,4,4,3,3,2,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,1,4,4,3,3,2,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,3,4,4,1,4,3
271,K,8,2,3,4,1,2,1,4,2,4,3,1,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,3,4,4,4,4,2,3,4,4,4,4,2,4,3,4,4,4,2,2,4,4,4,4,3,4,4
272,K,8,1,2,3,1,2,4,4,4,3,4,1,4,4,1,4,3,4,3,4,1,2,3,4,4,4,3,1,4,3,2,1,1,4,1,3,2,1,2,4,4,4,1,4,3,4,4,2,4,1,3,1,3,2
273,E,8,1,4,2,4,4,4,4,4,3,3,1,4,4,1,3,4,4,4,4,1,2,4,2,4,3,4,1,1,4,2,2,4,4,3,2,4,4,2,4,1,1,2,3,4,1,1,1,3,2,4,1,1,4
274,E,8,1,3,1,1,3,1,4,4,4,4,3,4,3,1,2,3,4,4,4,1,1,1,1,4,3,2,2,1,3,4,4,3,2,4,3,2,4,3,4,3,2,4,2,4,2,2,3,2,3,4,4,3,4
275,K,8,2,3,4,4,2,1,4,4,2,1,2,4,4,1,2,4,4,4,4,1,3,4,4,2,4,1,3,4,1,4,4,4,3,1,1,3,4,4,4,4,2,3,4,1,4,4,3,4,4,2,2,1,3
276,E,8,1,4,4,1,4,4,4,4,3,1,4,4,4,3,3,4,4,4,4,1,2,4,4,4,4,4,4,4,4,1,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4
277,E,8,2,1,4,1,1,1,4,1,4,4,1,3,4,2,3,4,3,4,4,1,1,1,4,4,4,1,2,3,4,1,3,1,3,4,1,2,1,1,4,4,1,1,2,1,4,4,1,4,1,4,1,4,1
279,K,8,4,4,4,3,4,1,4,4,4,1,4,3,4,4,4,4,4,2,4,1,1,4,1,4,4,4,1,1,4,4,4,4,4,2,4,4,4,4,4,4,2,2,4,4,1,1,4,4,4,4,1,4,4
280,K,8,3,4,3,2,4,4,2,2,3,4,1,4,4,3,2,4,4,4,2,1,1,4,1,4,4,2,1,2,4,2,3,4,4,2,1,1,4,2,4,4,2,1,4,2,2,1,2,4,2,2,2,4,2
281,E,8,3,1,2,2,3,2,1,4,4,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,4,1,1,1,2,3,3,4,3,2,2,1,3,4,3,2,1,2,1,2,3
282,E,8,2,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2,4,4,4,1,2,2,3,3,4,4,4,3,3,2,4,3,2
283,E,8,3,4,4,1,4,1,4,4,4,3,2,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,1,2,4,4,4,4,3,2,3,1,4,4,2,4,4,3,2,4,3,3,4,2,4,4,3,3,4
284,E,8,3,1,4,1,1,4,1,2,2,4,1,2,2,1,3,1,1,1,4,1,1,2,4,1,3,1,1,2,1,1,1,1,4,1,2,1,1,2,4,4,2,1,3,1,1,3,1,4,1,1,1,2,2
286,K,8,3,1,4,1,2,1,2,2,4,2,2,2,2,4,4,3,4,4,4,4,3,4,2,3,4,2,1,2,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,2,2,3,4,3,3,3,3,4,4
287,K,8,4,1,4,1,2,1,4,2,2,4,2,4,4,2,2,2,3,3,2,2,4,4,4,4,2,4,2,1,2,4,2,3,4,4,4,3,2,4,4,2,4,2,3,4,4,4,4,4,4,4,1,4,4
288,K,8,2,4,4,1,4,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,1,3,1,4,4,4,1,4,4,3,4,4,4,2,4,4,4,4,1,4,4,3,4,4,4,4,2,4,2,1,1,4,4
289,K,8,2,4,4,3,4,2,4,4,4,4,1,2,4,4,4,4,4,4,2,2,1,4,1,4,4,4,2,1,4,4,4,4,4,4,4,4,2,4,4,4,4,3,2,4,4,2,4,4,4,4,1,4,4
